23;28;12.00;LAM121;NULL;0;5;Rouge;Aquitaine;Integer aliquet accumsan eleifend. Pellentesque mauris tortor, ultricies a pulvinar ut, fringilla ac mi. Sed consequat, nibh at tempus porttitor, tellus nunc dictum nulla, sed finibus felis augue sed libero. Donec augue mi, mattis et orci ac, mollis feugiat elit.;0;2;2018-03-17 00:00:00;NULL;jpg
24;28;9.98;LAM233;NULL;500;5;Brun;Brown;Morbi porta ultricies nibh vel varius. Vestibulum nec rutrum ex, vel posuere nisi. Ut scelerisque sit amet ligula sed imperdiet. Morbi lacinia sapien in elementum iaculis. Vivamus a ultrices enim. ;0;2;2018-03-17 00:00:00;NULL;jpg
25;25;157.00;PRS-01C;NULL;5;5;Brun;Biarritz;Quisque fermentum, dui eu elementum sagittis, risus lorem placerat ipsum, vitae venenatis tellus sapien id nibh. Suspendisse et aliquet tellus, in suscipit magna.;0;2;2018-08-19 00:00:00;NULL;jpg
26;25;299.40;PRS-38A;NULL;4;5;Rose;Cannes;Curabitur sodales sem vitae ex commodo, in ullamcorper quam congue. Aliquam erat volutpat. Praesent mollis at velit eu molestie. Proin ac tellus a enim venenatis ultrices vitae sed libero. Vivamus at vulputate orci. Curabitur mattis ac turpis id tempus. Sed turpis enim, egestas ac arcu et, elementum luctus ante.;0;2;2018-08-12 00:00:00;NULL;jpg
27;25;89.00;PRS-87F;NULL;21;5;Rouge;Crotoy;Morbi porta ultricies nibh vel varius. Vestibulum nec rutrum ex, vel posuere nisi. Ut scelerisque sit amet ligula sed imperdiet. Morbi lacinia sapien in elementum iaculis.;0;2;2018-04-12 00:00:00;2018-08-21 00:00:00;jpg
28;21;288.32;POT_001;NULL;11;5;Orange;Agave;. Vivamus a ultrices enim. Etiam at viverra justo. Cras consectetur justo euismod mi maximus, ac tincidunt leo suscipit. Quisque fermentum, dui eu elementum sagittis, risus lorem placerat ipsum, vitae venenatis tellus sapien id nibh.;0;1;2017-11-12 00:00:00;NULL;jpg
29;21;32.50;POT-002;NULL;45;5;Noir;Dark;Curabitur sodales sem vitae ex commodo, in ullamcorper quam congue. Aliquam erat volutpat. Praesent mollis at velit eu molestie.;0;1;2018-08-19 00:00:00;NULL;jpg
30;21;149.97;POT_003;NULL;0;5;Rose;Fuschia;Vel porta orci convallis. Duis sodales vehicula porta. Etiam sit amet scelerisque massa. ;0;1;2018-03-04 00:00:00;NULL;jpg
31;6;245.00;POT-381;NULL;10;5;Marron;Iris;Praesent nunc dui, porta at leo eget, iaculis ultrices quam. Mauris vulputate metus in nisl aliquam, et sollicitudin nisl mollis. Lorem ipsum dolor sit amet, consectetur adipiscing elit. ;0;1;2017-04-16 00:00:00;NULL;jpg
32;2;9.90;SEC-A;NULL;280;5;Orange;Bahco;In hac habitasse platea dictumst. Quisque at sagittis nunc.;0;3;2018-08-14 00:00:00;NULL;jpg
34;10;335.00;ENH0335;NULL;1;5;Rouge;Einhell;Suspendisse congue nibh sed dui commodo sollicitudin. Vestibulum augue eros, accumsan vel vulputate ut, gravida id libero. Nullam sodales urna id nulla porta vestibulum. Aliquam lectus lacus, tincidunt nec metus.;0;4;2018-05-17 00:00:00;NULL;jpg
35;10;990.00;GRIZ_001;NULL;1;5;Chrome;Grizzly;luctus aliquet enim. Phasellus quis velit quis tellus pharetra aliquam in at urna. Cras vitae turpis erat. Phasellus libero arcu, fringilla sit amet tempus blandit, congue eu nulla. Morbi id efficitur tellus.;0;4;2018-08-05 00:00:00;2020-05-05 00:00:00;jpg
36;9;75.00;HERO;NULL;7;5;Vert;Hero;;0;4;2018-08-13 00:00:00;NULL;jpg
37;9;120.50;SL1280;NULL;5;5;Vert;SL 1280;Quisque nec nisi risus. Fusce eu est non velit mollis tristique a et magna. Proin sodales.;0;4;2018-08-05 00:00:00;2018-08-22 00:00:00;jpg
38;10;348.00;6cv;NULL;2;5;Rouge;Red 6CV ;uis vehicula risus in nibh lobortis euismod. In hac habitasse platea dictumst. Quisque at sagittis nunc. Phasellus ac gravida lorem. Aliquam sed aliquam nisl. Etiam non ornare sapien.;0;4;2018-08-16 00:00:00;2018-08-21 00:00:00;jpg
39;10;497.00;TRIKE;NULL;1;5;Rouge;Trike;Aenean ut tellus non risus varius bibendum quis vel ligula. ;0;4;2018-08-21 00:00:00;2018-08-21 10:05:51;jpg
41;9;49.80;ZOOM;NULL;223;5;Gris;Zoom;Nunc magna erat, ultrices et facilisis non, viverra in turpis. Nulla orci mi, maximus eu facilisis a, pretium sit amet ex.;0;4;2018-08-13 00:00:00;NULL;jpg
42;10;1.20;waz1;NULL;123;5;rouge;wazaa;azerty;0;4;2019-05-03 00:00:00;NULL;jpg
